Scale Factor,Variant,Trial,Query,Time
10,widetable,7,Q4.2,0.04293
10,widetable,7,Q4.3,0.03011
10,widetable,8,Q1.1,0.02308
10,widetable,8,Q1.2,0.01852
10,widetable,8,Q1.3,0.02431
10,widetable,8,Q2.1,0.15791
10,widetable,8,Q2.2,0.03045
10,widetable,8,Q2.3,0.01857
10,widetable,8,Q3.1,0.26842
10,widetable,8,Q3.2,0.12633
10,widetable,8,Q3.3,0.04092
10,widetable,8,Q3.4,0.02182
10,widetable,8,Q4.1,0.03792
10,widetable,8,Q4.2,0.04222
10,widetable,8,Q4.3,0.02787
10,widetable,9,Q1.1,0.02238
10,widetable,9,Q1.2,0.01848
10,widetable,9,Q1.3,0.02046
10,widetable,9,Q2.1,0.15954
10,widetable,9,Q2.2,0.03057
10,widetable,9,Q2.3,0.0184
10,widetable,9,Q3.1,0.27212
10,widetable,9,Q3.2,0.12943
10,widetable,9,Q3.3,0.04028
10,widetable,9,Q3.4,0.02209
10,widetable,9,Q4.1,0.03886
10,widetable,9,Q4.2,0.04397
10,widetable,9,Q4.3,0.02795
30,standard,0,Q1.1,0.12868
30,standard,0,Q1.2,0.11262
30,standard,0,Q1.3,0.10411
30,standard,0,Q2.1,0.16701
30,standard,0,Q2.2,0.07607
30,standard,0,Q2.3,0.07061
30,standard,0,Q3.1,0.23417
30,standard,0,Q3.2,0.11888
30,standard,0,Q3.3,0.06929
30,standard,0,Q3.4,0.0691
30,standard,0,Q4.1,0.18793
30,standard,0,Q4.2,0.19204
30,standard,0,Q4.3,0.30692
30,standard,1,Q1.1,0.11552
30,standard,1,Q1.2,0.11299
30,standard,1,Q1.3,0.10214
30,standard,1,Q2.1,0.15381
30,standard,1,Q2.2,0.0762
30,standard,1,Q2.3,0.06589
30,standard,1,Q3.1,0.2255
30,standard,1,Q3.2,0.1187
30,standard,1,Q3.3,0.06939
30,standard,1,Q3.4,0.06655
30,standard,1,Q4.1,0.19032
30,standard,1,Q4.2,0.1866
30,standard,1,Q4.3,0.30344
30,standard,2,Q1.1,0.11683
30,standard,2,Q1.2,0.11308
30,standard,2,Q1.3,0.10507
30,standard,2,Q2.1,0.15602
30,standard,2,Q2.2,0.07343
30,standard,2,Q2.3,0.06659
30,standard,2,Q3.1,0.19529
30,standard,2,Q3.2,0.11438
30,standard,2,Q3.3,0.06904
30,standard,2,Q3.4,0.06786
30,standard,2,Q4.1,0.18836
30,standard,2,Q4.2,0.18803
30,standard,2,Q4.3,0.35449
30,standard,3,Q1.1,0.11341
30,standard,3,Q1.2,0.11708
30,standard,3,Q1.3,0.10451
30,standard,3,Q2.1,0.15907
30,standard,3,Q2.2,0.07593
30,standard,3,Q2.3,0.06503
30,standard,3,Q3.1,0.19332
30,standard,3,Q3.2,0.1159
30,standard,3,Q3.3,0.07152
30,standard,3,Q3.4,0.06313
30,standard,3,Q4.1,0.18878
30,standard,3,Q4.2,0.18834
30,standard,3,Q4.3,0.29499
30,standard,4,Q1.1,0.11727
30,standard,4,Q1.2,0.11454
30,standard,4,Q1.3,0.1052
30,standard,4,Q2.1,0.15862
30,standard,4,Q2.2,0.0759
30,standard,4,Q2.3,0.06725
30,standard,4,Q3.1,0.18946
30,standard,4,Q3.2,0.11773
30,standard,4,Q3.3,0.07266
30,standard,4,Q3.4,0.06394
30,standard,4,Q4.1,0.19126
30,standard,4,Q4.2,0.18934
30,standard,4,Q4.3,0.30705
30,standard,5,Q1.1,0.11743
30,standard,5,Q1.2,0.11443
30,standard,5,Q1.3,0.10494
30,standard,5,Q2.1,0.15571
30,standard,5,Q2.2,0.07463
30,standard,5,Q2.3,0.06596
30,standard,5,Q3.1,0.1913
30,standard,5,Q3.2,0.1199
30,standard,5,Q3.3,0.07004
30,standard,5,Q3.4,0.06369
30,standard,5,Q4.1,0.19067
30,standard,5,Q4.2,0.19076
30,standard,5,Q4.3,0.32951
30,standard,6,Q1.1,0.11441
30,standard,6,Q1.2,0.11406
30,standard,6,Q1.3,0.10384
30,standard,6,Q2.1,0.15463
30,standard,6,Q2.2,0.07802
30,standard,6,Q2.3,0.06677
30,standard,6,Q3.1,0.19766
30,standard,6,Q3.2,0.11972
30,standard,6,Q3.3,0.07187
30,standard,6,Q3.4,0.06524
30,standard,6,Q4.1,0.19183
30,standard,6,Q4.2,0.1908
30,standard,6,Q4.3,0.32734
30,standard,7,Q1.1,0.11474
30,standard,7,Q1.2,0.11627
30,standard,7,Q1.3,0.1043
30,standard,7,Q2.1,0.15509
30,standard,7,Q2.2,0.0755
30,standard,7,Q2.3,0.06646
30,standard,7,Q3.1,0.19254
30,standard,7,Q3.2,0.11958
30,standard,7,Q3.3,0.07036
30,standard,7,Q3.4,0.06435
30,standard,7,Q4.1,0.18845
30,standard,7,Q4.2,0.19175
30,standard,7,Q4.3,0.34097
30,standard,8,Q1.1,0.11832
30,standard,8,Q1.2,0.11569
30,standard,8,Q1.3,0.10601
30,standard,8,Q2.1,0.15477
30,standard,8,Q2.2,0.08131
30,standard,8,Q2.3,0.06682
30,standard,8,Q3.1,0.19336
30,standard,8,Q3.2,0.12111
30,standard,8,Q3.3,0.07131
30,standard,8,Q3.4,0.06852
30,standard,8,Q4.1,0.19263
30,standard,8,Q4.2,0.19323
30,standard,8,Q4.3,0.31641
30,standard,9,Q1.1,0.11796
30,standard,9,Q1.2,0.11577
30,standard,9,Q1.3,0.10724
30,standard,9,Q2.1,0.15431
30,standard,9,Q2.2,0.07544
30,standard,9,Q2.3,0.06787
30,standard,9,Q3.1,0.19438
30,standard,9,Q3.2,0.12152
30,standard,9,Q3.3,0.0695
30,standard,9,Q3.4,0.06741
30,standard,9,Q4.1,0.19384
30,standard,9,Q4.2,0.19152
30,standard,9,Q4.3,0.33969
30,widetable,0,Q1.1,0.30498
30,widetable,0,Q1.2,0.07784
30,widetable,0,Q1.3,0.07572
30,widetable,0,Q2.1,0.50567
30,widetable,0,Q2.2,0.09264
30,widetable,0,Q2.3,0.06063
30,widetable,0,Q3.1,0.83757
30,widetable,0,Q3.2,0.36546
30,widetable,0,Q3.3,0.11739
30,widetable,0,Q3.4,0.07465
30,widetable,0,Q4.1,0.1239
30,widetable,0,Q4.2,0.14112
30,widetable,0,Q4.3,0.29628
30,widetable,1,Q1.1,0.08627
30,widetable,1,Q1.2,0.07553
30,widetable,1,Q1.3,0.07262
30,widetable,1,Q2.1,0.44196
30,widetable,1,Q2.2,0.09309
30,widetable,1,Q2.3,0.06338
30,widetable,1,Q3.1,0.83664
30,widetable,1,Q3.2,0.36191
30,widetable,1,Q3.3,0.11764
30,widetable,1,Q3.4,0.07755
30,widetable,1,Q4.1,0.12333
30,widetable,1,Q4.2,0.14299
30,widetable,1,Q4.3,0.2955
30,widetable,2,Q1.1,0.08519
30,widetable,2,Q1.2,0.07351
30,widetable,2,Q1.3,0.07518
30,widetable,2,Q2.1,0.43892
30,widetable,2,Q2.2,0.09407
30,widetable,2,Q2.3,0.06207
30,widetable,2,Q3.1,0.83685
30,widetable,2,Q3.2,0.35322
30,widetable,2,Q3.3,0.11773
30,widetable,2,Q3.4,0.07606
30,widetable,2,Q4.1,0.12382
30,widetable,2,Q4.2,0.14366
30,widetable,2,Q4.3,0.32014
30,widetable,3,Q1.1,0.08501
30,widetable,3,Q1.2,0.07401
30,widetable,3,Q1.3,0.07529
30,widetable,3,Q2.1,0.44086
30,widetable,3,Q2.2,0.09262
30,widetable,3,Q2.3,0.0611
30,widetable,3,Q3.1,0.8363
30,widetable,3,Q3.2,0.3565
30,widetable,3,Q3.3,0.11773
30,widetable,3,Q3.4,0.0763
30,widetable,3,Q4.1,0.13016
30,widetable,3,Q4.2,0.14572
30,widetable,3,Q4.3,0.31553
30,widetable,4,Q1.1,0.0894
30,widetable,4,Q1.2,0.07413
30,widetable,4,Q1.3,0.07252
30,widetable,4,Q2.1,0.45026
30,widetable,4,Q2.2,0.09309
30,widetable,4,Q2.3,0.0639
30,widetable,4,Q3.1,0.8347
30,widetable,4,Q3.2,0.36336
30,widetable,4,Q3.3,0.11843
30,widetable,4,Q3.4,0.07662
30,widetable,4,Q4.1,0.12345
30,widetable,4,Q4.2,0.14606
30,widetable,4,Q4.3,0.29772
30,widetable,5,Q1.1,0.0871
30,widetable,5,Q1.2,0.07457
30,widetable,5,Q1.3,0.0726
30,widetable,5,Q2.1,0.44572
30,widetable,5,Q2.2,0.09358
30,widetable,5,Q2.3,0.06239
30,widetable,5,Q3.1,0.83938
30,widetable,5,Q3.2,0.35853
30,widetable,5,Q3.3,0.11856
30,widetable,5,Q3.4,0.07624
30,widetable,5,Q4.1,0.12456
30,widetable,5,Q4.2,0.14528
30,widetable,5,Q4.3,0.29096
30,widetable,6,Q1.1,0.08613
30,widetable,6,Q1.2,0.07372
30,widetable,6,Q1.3,0.07343
30,widetable,6,Q2.1,0.44983
30,widetable,6,Q2.2,0.0925
30,widetable,6,Q2.3,0.06838
30,widetable,6,Q3.1,0.83986
30,widetable,6,Q3.2,0.36968
30,widetable,6,Q3.3,0.12007
30,widetable,6,Q3.4,0.07658
30,widetable,6,Q4.1,0.12369
30,widetable,6,Q4.2,0.14464
30,widetable,6,Q4.3,0.31359
30,widetable,7,Q1.1,0.08502
30,widetable,7,Q1.2,0.07391
30,widetable,7,Q1.3,0.07403
30,widetable,7,Q2.1,0.44925
30,widetable,7,Q2.2,0.09504
30,widetable,7,Q2.3,0.06257
30,widetable,7,Q3.1,0.84286
30,widetable,7,Q3.2,0.36531
30,widetable,7,Q3.3,0.12028
30,widetable,7,Q3.4,0.07681
30,widetable,7,Q4.1,0.12272
30,widetable,7,Q4.2,0.14516
30,widetable,7,Q4.3,0.34407
30,widetable,8,Q1.1,0.08556
30,widetable,8,Q1.2,0.07327
30,widetable,8,Q1.3,0.07315
30,widetable,8,Q2.1,0.45393
30,widetable,8,Q2.2,0.093
30,widetable,8,Q2.3,0.06295
30,widetable,8,Q3.1,0.83639
30,widetable,8,Q3.2,0.36636
30,widetable,8,Q3.3,0.12106
30,widetable,8,Q3.4,0.07686
30,widetable,8,Q4.1,0.12376
30,widetable,8,Q4.2,0.14439
30,widetable,8,Q4.3,0.31206
30,widetable,9,Q1.1,0.08477
30,widetable,9,Q1.2,0.07816
30,widetable,9,Q1.3,0.07374
30,widetable,9,Q2.1,0.45021
30,widetable,9,Q2.2,0.09203
30,widetable,9,Q2.3,0.07095
30,widetable,9,Q3.1,0.83733
30,widetable,9,Q3.2,0.36574
30,widetable,9,Q3.3,0.12012
30,widetable,9,Q3.4,0.0773
30,widetable,9,Q4.1,0.12732
30,widetable,9,Q4.2,0.14949
30,widetable,9,Q4.3,0.31216
100,standard,0,Q1.1,0.58255
100,standard,0,Q1.2,0.58897
100,standard,0,Q1.3,0.55922
100,standard,0,Q2.1,0.56631
100,standard,0,Q2.2,0.4379
100,standard,0,Q2.3,0.33038
100,standard,0,Q3.1,0.90886
100,standard,0,Q3.2,0.4848
100,standard,0,Q3.3,0.33839
100,standard,0,Q3.4,0.32219
100,standard,0,Q4.1,0.85054
100,standard,0,Q4.2,0.8256
100,standard,0,Q4.3,0.57756
100,standard,1,Q1.1,0.56953
100,standard,1,Q1.2,0.5958
100,standard,1,Q1.3,0.56259
100,standard,1,Q2.1,0.56776
100,standard,1,Q2.2,0.44471
100,standard,1,Q2.3,0.33383
100,standard,1,Q3.1,0.85201
100,standard,1,Q3.2,0.4303
100,standard,1,Q3.3,0.33884
100,standard,1,Q3.4,0.32588
100,standard,1,Q4.1,0.82931
100,standard,1,Q4.2,0.80374
100,standard,1,Q4.3,0.58133
100,standard,2,Q1.1,0.57158
100,standard,2,Q1.2,0.59238
100,standard,2,Q1.3,0.56263
100,standard,2,Q2.1,0.56317
100,standard,2,Q2.2,0.44917
100,standard,2,Q2.3,0.33666
100,standard,2,Q3.1,0.85556
100,standard,2,Q3.2,0.43398
100,standard,2,Q3.3,0.33862
100,standard,2,Q3.4,0.32564
100,standard,2,Q4.1,0.84038
100,standard,2,Q4.2,0.80464
100,standard,2,Q4.3,0.58721
100,standard,3,Q1.1,0.57498
100,standard,3,Q1.2,0.59446
100,standard,3,Q1.3,0.56973
100,standard,3,Q2.1,0.57384
100,standard,3,Q2.2,0.45085
100,standard,3,Q2.3,0.33912
100,standard,3,Q3.1,0.85985
100,standard,3,Q3.2,0.43596
100,standard,3,Q3.3,0.33998
100,standard,3,Q3.4,0.32621
100,standard,3,Q4.1,0.87789
100,standard,3,Q4.2,0.80642
100,standard,3,Q4.3,0.59384
100,standard,4,Q1.1,0.58339
100,standard,4,Q1.2,0.59238
100,standard,4,Q1.3,0.56855
100,standard,4,Q2.1,0.58205
100,standard,4,Q2.2,0.44929
100,standard,4,Q2.3,0.33856
100,standard,4,Q3.1,0.96472
100,standard,4,Q3.2,0.43798
100,standard,4,Q3.3,0.33999
100,standard,4,Q3.4,0.32497
100,standard,4,Q4.1,0.83697
100,standard,4,Q4.2,0.87433
100,standard,4,Q4.3,0.58988
100,standard,5,Q1.1,0.57834
100,standard,5,Q1.2,0.59564
100,standard,5,Q1.3,0.56731
100,standard,5,Q2.1,0.57374
100,standard,5,Q2.2,0.44756
100,standard,5,Q2.3,0.338
100,standard,5,Q3.1,0.86935
100,standard,5,Q3.2,0.4351
100,standard,5,Q3.3,0.33958
100,standard,5,Q3.4,0.32468
100,standard,5,Q4.1,0.85062
100,standard,5,Q4.2,0.83668
100,standard,5,Q4.3,0.58813
100,standard,6,Q1.1,0.58643
100,standard,6,Q1.2,0.59711
100,standard,6,Q1.3,0.56732
100,standard,6,Q2.1,0.6033
100,standard,6,Q2.2,0.44587
100,standard,6,Q2.3,0.33814
100,standard,6,Q3.1,1.0676
100,standard,6,Q3.2,0.72632
100,standard,6,Q3.3,0.3399
100,standard,6,Q3.4,0.32968
100,standard,6,Q4.1,0.85753
100,standard,6,Q4.2,0.85604
100,standard,6,Q4.3,0.58002
100,standard,7,Q1.1,0.57941
100,standard,7,Q1.2,0.59838
100,standard,7,Q1.3,0.57199
100,standard,7,Q2.1,0.57647
100,standard,7,Q2.2,0.44418
100,standard,7,Q2.3,0.33518
100,standard,7,Q3.1,0.86356
100,standard,7,Q3.2,0.44093
100,standard,7,Q3.3,0.33809
100,standard,7,Q3.4,0.326
100,standard,7,Q4.1,0.93053
100,standard,7,Q4.2,0.8291
100,standard,7,Q4.3,0.58256
100,standard,8,Q1.1,0.57898
100,standard,8,Q1.2,0.59559
100,standard,8,Q1.3,0.56893
100,standard,8,Q2.1,0.5691
100,standard,8,Q2.2,0.45132
100,standard,8,Q2.3,0.33827
100,standard,8,Q3.1,0.87584
100,standard,8,Q3.2,0.44062
100,standard,8,Q3.3,0.35366
100,standard,8,Q3.4,0.35229
100,standard,8,Q4.1,0.9115
100,standard,8,Q4.2,0.8674
100,standard,8,Q4.3,0.62007
100,standard,9,Q1.1,0.58388
100,standard,9,Q1.2,0.65356
100,standard,9,Q1.3,0.61155
100,standard,9,Q2.1,0.61125
100,standard,9,Q2.2,0.46383
100,standard,9,Q2.3,0.36141
100,standard,9,Q3.1,0.91251
100,standard,9,Q3.2,0.4509
100,standard,9,Q3.3,0.35237
100,standard,9,Q3.4,0.35681
100,standard,9,Q4.1,0.89689
100,standard,9,Q4.2,0.86807
100,standard,9,Q4.3,0.60798
100,widetable,0,Q1.1,6.07884
100,widetable,0,Q1.2,0.50486
100,widetable,0,Q1.3,0.56474
100,widetable,0,Q2.1,1.73781
100,widetable,0,Q2.2,0.50806
100,widetable,0,Q2.3,0.40484
100,widetable,0,Q3.1,3.06294
100,widetable,0,Q3.2,1.45826
100,widetable,0,Q3.3,0.55985
100,widetable,0,Q3.4,0.45755
100,widetable,0,Q4.1,0.69685
100,widetable,0,Q4.2,0.82938
100,widetable,0,Q4.3,0.83314
100,widetable,1,Q1.1,0.51703
100,widetable,1,Q1.2,0.50135
100,widetable,1,Q1.3,0.57647
100,widetable,1,Q2.1,1.72106
100,widetable,1,Q2.2,0.5059
100,widetable,1,Q2.3,0.40232
100,widetable,1,Q3.1,3.09053
100,widetable,1,Q3.2,1.43388
100,widetable,1,Q3.3,0.56365
100,widetable,1,Q3.4,0.45461
100,widetable,1,Q4.1,0.698
100,widetable,1,Q4.2,0.83534
100,widetable,1,Q4.3,0.84388
100,widetable,2,Q1.1,0.51979
100,widetable,2,Q1.2,0.50405
100,widetable,2,Q1.3,0.57153
100,widetable,2,Q2.1,1.67708
100,widetable,2,Q2.2,0.50443
100,widetable,2,Q2.3,0.40555
100,widetable,2,Q3.1,3.11254
100,widetable,2,Q3.2,1.44205
100,widetable,2,Q3.3,0.56757
100,widetable,2,Q3.4,0.45718
100,widetable,2,Q4.1,0.70567
100,widetable,2,Q4.2,0.84078
100,widetable,2,Q4.3,0.81345
100,widetable,3,Q1.1,0.51726
100,widetable,3,Q1.2,0.50347
100,widetable,3,Q1.3,0.56304
100,widetable,3,Q2.1,1.69214
100,widetable,3,Q2.2,0.50344
100,widetable,3,Q2.3,0.40733
100,widetable,3,Q3.1,3.10279
100,widetable,3,Q3.2,1.43804
100,widetable,3,Q3.3,0.56752
100,widetable,3,Q3.4,0.45592
100,widetable,3,Q4.1,0.71855
100,widetable,3,Q4.2,0.83274
100,widetable,3,Q4.3,0.82818
100,widetable,4,Q1.1,0.51831
100,widetable,4,Q1.2,0.50208
100,widetable,4,Q1.3,0.56672
100,widetable,4,Q2.1,1.68339
100,widetable,4,Q2.2,0.51081
100,widetable,4,Q2.3,0.40664
100,widetable,4,Q3.1,3.10809
100,widetable,4,Q3.2,1.44723
100,widetable,4,Q3.3,0.56801
100,widetable,4,Q3.4,0.4698
100,widetable,4,Q4.1,0.74368
100,widetable,4,Q4.2,0.89957
100,widetable,4,Q4.3,0.88501
100,widetable,5,Q1.1,0.52334
100,widetable,5,Q1.2,0.55578
100,widetable,5,Q1.3,0.61217
100,widetable,5,Q2.1,1.7989
100,widetable,5,Q2.2,0.53976
100,widetable,5,Q2.3,0.43785
100,widetable,5,Q3.1,3.50364
100,widetable,5,Q3.2,1.53035
100,widetable,5,Q3.3,0.60004
100,widetable,5,Q3.4,0.4902
100,widetable,5,Q4.1,0.75829
100,widetable,5,Q4.2,0.88974
100,widetable,5,Q4.3,0.88476
100,widetable,6,Q1.1,0.51906
100,widetable,6,Q1.2,0.55036
100,widetable,6,Q1.3,0.60938
100,widetable,6,Q2.1,1.79256
100,widetable,6,Q2.2,0.54401
100,widetable,6,Q2.3,0.43535
100,widetable,6,Q3.1,3.51985
100,widetable,6,Q3.2,1.53063
100,widetable,6,Q3.3,0.60083
100,widetable,6,Q3.4,0.48912
100,widetable,6,Q4.1,0.7711
100,widetable,6,Q4.2,0.90785
100,widetable,6,Q4.3,0.86255
100,widetable,7,Q1.1,0.52058
100,widetable,7,Q1.2,0.55073
100,widetable,7,Q1.3,0.60824
100,widetable,7,Q2.1,1.78874
100,widetable,7,Q2.2,0.54155
100,widetable,7,Q2.3,0.43372
100,widetable,7,Q3.1,3.51803
100,widetable,7,Q3.2,1.53069
100,widetable,7,Q3.3,0.6025
100,widetable,7,Q3.4,0.49147
100,widetable,7,Q4.1,0.74434
100,widetable,7,Q4.2,0.90829
100,widetable,7,Q4.3,0.8829
100,widetable,8,Q1.1,0.52432
100,widetable,8,Q1.2,0.55267
100,widetable,8,Q1.3,0.61132
100,widetable,8,Q2.1,1.79074
100,widetable,8,Q2.2,0.54326
100,widetable,8,Q2.3,0.43541
100,widetable,8,Q3.1,3.50702
100,widetable,8,Q3.2,1.53098
100,widetable,8,Q3.3,0.59993
100,widetable,8,Q3.4,0.49009
100,widetable,8,Q4.1,0.75018
100,widetable,8,Q4.2,0.89871
100,widetable,8,Q4.3,0.90235
100,widetable,9,Q1.1,0.52172
100,widetable,9,Q1.2,0.55242
100,widetable,9,Q1.3,0.60732
100,widetable,9,Q2.1,1.79429
100,widetable,9,Q2.2,0.54446
100,widetable,9,Q2.3,0.43353
100,widetable,9,Q3.1,3.5098
100,widetable,9,Q3.2,1.52975
100,widetable,9,Q3.3,0.60246
100,widetable,9,Q3.4,0.49071
100,widetable,9,Q4.1,0.76204
100,widetable,9,Q4.2,0.90843
100,widetable,9,Q4.3,0.90047
