Scale Factor,Variant,Trial,Query,Time
1,widetable,2,Q3.1,0.00891
1,widetable,2,Q3.2,0.01053
1,widetable,2,Q3.3,0.00866
1,widetable,2,Q3.4,0.0055
1,widetable,2,Q4.1,0.00772
1,widetable,2,Q4.2,0.01159
1,widetable,2,Q4.3,0.00686
1,widetable,3,Q1.1,0.00467
1,widetable,3,Q1.2,0.00377
1,widetable,3,Q1.3,0.00369
1,widetable,3,Q2.1,0.04264
1,widetable,3,Q2.2,0.00751
1,widetable,3,Q2.3,0.0063
1,widetable,3,Q3.1,0.00911
1,widetable,3,Q3.2,0.01122
1,widetable,3,Q3.3,0.00819
1,widetable,3,Q3.4,0.00544
1,widetable,3,Q4.1,0.00969
1,widetable,3,Q4.2,0.0126
1,widetable,3,Q4.3,0.00852
1,widetable,4,Q1.1,0.00502
1,widetable,4,Q1.2,0.00432
1,widetable,4,Q1.3,0.00388
1,widetable,4,Q2.1,0.03463
1,widetable,4,Q2.2,0.00655
1,widetable,4,Q2.3,0.00629
1,widetable,4,Q3.1,0.00887
1,widetable,4,Q3.2,0.00941
1,widetable,4,Q3.3,0.01026
1,widetable,4,Q3.4,0.0045
1,widetable,4,Q4.1,0.00799
1,widetable,4,Q4.2,0.00977
1,widetable,4,Q4.3,0.0084
1,widetable,5,Q1.1,0.00394
1,widetable,5,Q1.2,0.0038
1,widetable,5,Q1.3,0.00331
1,widetable,5,Q2.1,0.03085
1,widetable,5,Q2.2,0.00664
1,widetable,5,Q2.3,0.00526
1,widetable,5,Q3.1,0.00911
1,widetable,5,Q3.2,0.01179
1,widetable,5,Q3.3,0.00802
1,widetable,5,Q3.4,0.00541
1,widetable,5,Q4.1,0.00767
1,widetable,5,Q4.2,0.01254
1,widetable,5,Q4.3,0.00772
1,widetable,6,Q1.1,0.00489
1,widetable,6,Q1.2,0.00411
1,widetable,6,Q1.3,0.00331
1,widetable,6,Q2.1,0.03103
1,widetable,6,Q2.2,0.00701
1,widetable,6,Q2.3,0.00554
1,widetable,6,Q3.1,0.00952
1,widetable,6,Q3.2,0.01251
1,widetable,6,Q3.3,0.00856
1,widetable,6,Q3.4,0.00553
1,widetable,6,Q4.1,0.00847
1,widetable,6,Q4.2,0.01238
1,widetable,6,Q4.3,0.00946
1,widetable,7,Q1.1,0.00451
1,widetable,7,Q1.2,0.00433
1,widetable,7,Q1.3,0.00383
1,widetable,7,Q2.1,0.03359
1,widetable,7,Q2.2,0.00899
1,widetable,7,Q2.3,0.00625
1,widetable,7,Q3.1,0.01099
1,widetable,7,Q3.2,0.01259
1,widetable,7,Q3.3,0.00999
1,widetable,7,Q3.4,0.00697
1,widetable,7,Q4.1,0.01213
1,widetable,7,Q4.2,0.0151
1,widetable,7,Q4.3,0.01091
1,widetable,8,Q1.1,0.00624
1,widetable,8,Q1.2,0.00526
1,widetable,8,Q1.3,0.00402
1,widetable,8,Q2.1,0.04751
1,widetable,8,Q2.2,0.00808
1,widetable,8,Q2.3,0.00582
1,widetable,8,Q3.1,0.01053
1,widetable,8,Q3.2,0.01174
1,widetable,8,Q3.3,0.0101
1,widetable,8,Q3.4,0.00671
1,widetable,8,Q4.1,0.00977
1,widetable,8,Q4.2,0.01329
1,widetable,8,Q4.3,0.00847
1,widetable,9,Q1.1,0.00599
1,widetable,9,Q1.2,0.00479
1,widetable,9,Q1.3,0.00415
1,widetable,9,Q2.1,0.03253
1,widetable,9,Q2.2,0.00901
1,widetable,9,Q2.3,0.00622
1,widetable,9,Q3.1,0.00922
1,widetable,9,Q3.2,0.01221
1,widetable,9,Q3.3,0.00999
1,widetable,9,Q3.4,0.00605
1,widetable,9,Q4.1,0.00879
1,widetable,9,Q4.2,0.01351
1,widetable,9,Q4.3,0.00799
3,standard,0,Q1.1,0.02283
3,standard,0,Q1.2,0.01335
3,standard,0,Q1.3,0.01208
3,standard,0,Q2.1,0.06721
3,standard,0,Q2.2,0.01846
3,standard,0,Q2.3,0.01569
3,standard,0,Q3.1,0.0809
3,standard,0,Q3.2,0.24349
3,standard,0,Q3.3,0.02137
3,standard,0,Q3.4,0.01146
3,standard,0,Q4.1,0.03852
3,standard,0,Q4.2,0.0351
3,standard,0,Q4.3,0.02229
3,standard,1,Q1.1,0.01313
3,standard,1,Q1.2,0.01055
3,standard,1,Q1.3,0.01039
3,standard,1,Q2.1,0.07305
3,standard,1,Q2.2,0.02076
3,standard,1,Q2.3,0.01557
3,standard,1,Q3.1,0.07549
3,standard,1,Q3.2,0.26867
3,standard,1,Q3.3,0.0199
3,standard,1,Q3.4,0.01104
3,standard,1,Q4.1,0.0348
3,standard,1,Q4.2,0.03745
3,standard,1,Q4.3,0.0219
3,standard,2,Q1.1,0.01139
3,standard,2,Q1.2,0.00981
3,standard,2,Q1.3,0.00911
3,standard,2,Q2.1,0.06106
3,standard,2,Q2.2,0.02029
3,standard,2,Q2.3,0.01559
3,standard,2,Q3.1,0.06707
3,standard,2,Q3.2,0.3242
3,standard,2,Q3.3,0.0215
3,standard,2,Q3.4,0.01255
3,standard,2,Q4.1,0.03262
3,standard,2,Q4.2,0.03174
3,standard,2,Q4.3,0.02368
3,standard,3,Q1.1,0.01244
3,standard,3,Q1.2,0.01116
3,standard,3,Q1.3,0.00996
3,standard,3,Q2.1,0.06126
3,standard,3,Q2.2,0.02116
3,standard,3,Q2.3,0.01688
3,standard,3,Q3.1,0.06735
3,standard,3,Q3.2,0.25058
3,standard,3,Q3.3,0.02603
3,standard,3,Q3.4,0.01112
3,standard,3,Q4.1,0.03165
3,standard,3,Q4.2,0.03274
3,standard,3,Q4.3,0.02155
3,standard,4,Q1.1,0.01095
3,standard,4,Q1.2,0.00981
3,standard,4,Q1.3,0.01221
3,standard,4,Q2.1,0.0619
3,standard,4,Q2.2,0.02006
3,standard,4,Q2.3,0.01688
3,standard,4,Q3.1,0.07025
3,standard,4,Q3.2,0.26023
3,standard,4,Q3.3,0.01963
3,standard,4,Q3.4,0.01239
3,standard,4,Q4.1,0.03186
3,standard,4,Q4.2,0.03351
3,standard,4,Q4.3,0.02232
3,standard,5,Q1.1,0.01146
3,standard,5,Q1.2,0.01027
3,standard,5,Q1.3,0.00974
3,standard,5,Q2.1,0.05765
3,standard,5,Q2.2,0.02008
3,standard,5,Q2.3,0.0155
3,standard,5,Q3.1,0.06536
3,standard,5,Q3.2,0.20586
3,standard,5,Q3.3,0.01856
3,standard,5,Q3.4,0.01047
3,standard,5,Q4.1,0.03748
3,standard,5,Q4.2,0.02944
3,standard,5,Q4.3,0.02076
3,standard,6,Q1.1,0.01069
3,standard,6,Q1.2,0.00983
3,standard,6,Q1.3,0.0092
3,standard,6,Q2.1,0.05365
3,standard,6,Q2.2,0.02101
3,standard,6,Q2.3,0.01478
3,standard,6,Q3.1,0.06674
3,standard,6,Q3.2,0.24039
3,standard,6,Q3.3,0.01851
3,standard,6,Q3.4,0.01036
3,standard,6,Q4.1,0.02993
3,standard,6,Q4.2,0.03054
3,standard,6,Q4.3,0.02104
3,standard,7,Q1.1,0.0112
3,standard,7,Q1.2,0.00961
3,standard,7,Q1.3,0.00898
3,standard,7,Q2.1,0.05562
3,standard,7,Q2.2,0.02112
3,standard,7,Q2.3,0.01612
3,standard,7,Q3.1,0.0667
3,standard,7,Q3.2,0.25467
3,standard,7,Q3.3,0.02757
3,standard,7,Q3.4,0.01355
3,standard,7,Q4.1,0.0412
3,standard,7,Q4.2,0.03548
3,standard,7,Q4.3,0.02157
3,standard,8,Q1.1,0.01828
3,standard,8,Q1.2,0.01516
3,standard,8,Q1.3,0.01059
3,standard,8,Q2.1,0.06341
3,standard,8,Q2.2,0.02601
3,standard,8,Q2.3,0.01675
3,standard,8,Q3.1,0.06982
3,standard,8,Q3.2,0.29536
3,standard,8,Q3.3,0.02684
3,standard,8,Q3.4,0.01241
3,standard,8,Q4.1,0.0405
3,standard,8,Q4.2,0.03303
3,standard,8,Q4.3,0.02301
3,standard,9,Q1.1,0.01787
3,standard,9,Q1.2,0.01044
3,standard,9,Q1.3,0.01025
3,standard,9,Q2.1,0.05727
3,standard,9,Q2.2,0.02137
3,standard,9,Q2.3,0.01642
3,standard,9,Q3.1,0.06638
3,standard,9,Q3.2,0.26809
3,standard,9,Q3.3,0.02176
3,standard,9,Q3.4,0.01217
3,standard,9,Q4.1,0.03099
3,standard,9,Q4.2,0.03237
3,standard,9,Q4.3,0.02244
3,widetable,0,Q1.1,0.01746
3,widetable,0,Q1.2,0.00744
3,widetable,0,Q1.3,0.00629
3,widetable,0,Q2.1,0.15006
3,widetable,0,Q2.2,0.01555
3,widetable,0,Q2.3,0.01742
3,widetable,0,Q3.1,0.11824
3,widetable,0,Q3.2,0.07589
3,widetable,0,Q3.3,0.01584
3,widetable,0,Q3.4,0.00992
3,widetable,0,Q4.1,0.01815
3,widetable,0,Q4.2,0.02053
3,widetable,0,Q4.3,0.01741
3,widetable,1,Q1.1,0.00844
3,widetable,1,Q1.2,0.00637
3,widetable,1,Q1.3,0.00497
3,widetable,1,Q2.1,0.07534
3,widetable,1,Q2.2,0.01752
3,widetable,1,Q2.3,0.01129
3,widetable,1,Q3.1,0.1499
3,widetable,1,Q3.2,0.0716
3,widetable,1,Q3.3,0.01573
3,widetable,1,Q3.4,0.00993
3,widetable,1,Q4.1,0.01818
3,widetable,1,Q4.2,0.02111
3,widetable,1,Q4.3,0.01746
3,widetable,2,Q1.1,0.00864
3,widetable,2,Q1.2,0.00648
3,widetable,2,Q1.3,0.00528
3,widetable,2,Q2.1,0.06952
3,widetable,2,Q2.2,0.01832
3,widetable,2,Q2.3,0.01163
3,widetable,2,Q3.1,0.14487
3,widetable,2,Q3.2,0.07198
3,widetable,2,Q3.3,0.01659
3,widetable,2,Q3.4,0.00965
3,widetable,2,Q4.1,0.01814
3,widetable,2,Q4.2,0.02013
3,widetable,2,Q4.3,0.01718
3,widetable,3,Q1.1,0.0091
3,widetable,3,Q1.2,0.00693
3,widetable,3,Q1.3,0.00598
3,widetable,3,Q2.1,0.07337
3,widetable,3,Q2.2,0.01772
3,widetable,3,Q2.3,0.01156
3,widetable,3,Q3.1,0.14534
3,widetable,3,Q3.2,0.0719
3,widetable,3,Q3.3,0.01559
3,widetable,3,Q3.4,0.0096
3,widetable,3,Q4.1,0.01933
3,widetable,3,Q4.2,0.02105
3,widetable,3,Q4.3,0.01801
3,widetable,4,Q1.1,0.01002
3,widetable,4,Q1.2,0.00696
3,widetable,4,Q1.3,0.00562
3,widetable,4,Q2.1,0.06917
3,widetable,4,Q2.2,0.01739
3,widetable,4,Q2.3,0.01184
3,widetable,4,Q3.1,0.14419
3,widetable,4,Q3.2,0.07659
3,widetable,4,Q3.3,0.01745
3,widetable,4,Q3.4,0.00948
3,widetable,4,Q4.1,0.01776
3,widetable,4,Q4.2,0.02191
3,widetable,4,Q4.3,0.01726
3,widetable,5,Q1.1,0.00871
3,widetable,5,Q1.2,0.00673
3,widetable,5,Q1.3,0.00543
3,widetable,5,Q2.1,0.07228
3,widetable,5,Q2.2,0.01796
3,widetable,5,Q2.3,0.01168
3,widetable,5,Q3.1,0.1617
3,widetable,5,Q3.2,0.07497
3,widetable,5,Q3.3,0.0171
3,widetable,5,Q3.4,0.00913
3,widetable,5,Q4.1,0.01888
3,widetable,5,Q4.2,0.02208
3,widetable,5,Q4.3,0.019
3,widetable,6,Q1.1,0.00861
3,widetable,6,Q1.2,0.00697
3,widetable,6,Q1.3,0.00572
3,widetable,6,Q2.1,0.0719
3,widetable,6,Q2.2,0.01912
3,widetable,6,Q2.3,0.01313
3,widetable,6,Q3.1,0.15866
3,widetable,6,Q3.2,0.07337
3,widetable,6,Q3.3,0.01673
3,widetable,6,Q3.4,0.0106
3,widetable,6,Q4.1,0.0199
3,widetable,6,Q4.2,0.02368
3,widetable,6,Q4.3,0.01985
3,widetable,7,Q1.1,0.00984
3,widetable,7,Q1.2,0.0073
3,widetable,7,Q1.3,0.00474
3,widetable,7,Q2.1,0.06718
3,widetable,7,Q2.2,0.01745
3,widetable,7,Q2.3,0.01108
3,widetable,7,Q3.1,0.14208
3,widetable,7,Q3.2,0.06512
3,widetable,7,Q3.3,0.01591
3,widetable,7,Q3.4,0.00927
3,widetable,7,Q4.1,0.01762
3,widetable,7,Q4.2,0.01996
3,widetable,7,Q4.3,0.01682
3,widetable,8,Q1.1,0.01158
3,widetable,8,Q1.2,0.00695
3,widetable,8,Q1.3,0.00557
3,widetable,8,Q2.1,0.07093
3,widetable,8,Q2.2,0.01734
3,widetable,8,Q2.3,0.01533
3,widetable,8,Q3.1,0.14651
3,widetable,8,Q3.2,0.07294
3,widetable,8,Q3.3,0.01809
3,widetable,8,Q3.4,0.00965
3,widetable,8,Q4.1,0.01914
3,widetable,8,Q4.2,0.02064
3,widetable,8,Q4.3,0.01863
3,widetable,9,Q1.1,0.00916
3,widetable,9,Q1.2,0.007
3,widetable,9,Q1.3,0.00529
3,widetable,9,Q2.1,0.07094
3,widetable,9,Q2.2,0.01765
3,widetable,9,Q2.3,0.01191
3,widetable,9,Q3.1,0.14649
3,widetable,9,Q3.2,0.07168
3,widetable,9,Q3.3,0.01696
3,widetable,9,Q3.4,0.00987
3,widetable,9,Q4.1,0.02247
3,widetable,9,Q4.2,0.02164
3,widetable,9,Q4.3,0.01789
10,standard,0,Q1.1,0.05253
10,standard,0,Q1.2,0.03599
10,standard,0,Q1.3,0.03185
10,standard,0,Q2.1,0.23816
10,standard,0,Q2.2,0.0344
10,standard,0,Q2.3,0.0277
10,standard,0,Q3.1,0.12497
10,standard,0,Q3.2,0.074
10,standard,0,Q3.3,0.0326
10,standard,0,Q3.4,0.02423
10,standard,0,Q4.1,0.05962
10,standard,0,Q4.2,0.05347
10,standard,0,Q4.3,0.04119
10,standard,1,Q1.1,0.02475
10,standard,1,Q1.2,0.02256
10,standard,1,Q1.3,0.0218
10,standard,1,Q2.1,0.0794
10,standard,1,Q2.2,0.03316
10,standard,1,Q2.3,0.02802
10,standard,1,Q3.1,0.09961
10,standard,1,Q3.2,0.09031
10,standard,1,Q3.3,0.033
10,standard,1,Q3.4,0.02449
10,standard,1,Q4.1,0.0533
10,standard,1,Q4.2,0.05409
10,standard,1,Q4.3,0.0407
10,standard,2,Q1.1,0.02591
10,standard,2,Q1.2,0.02377
10,standard,2,Q1.3,0.02105
10,standard,2,Q2.1,0.07661
10,standard,2,Q2.2,0.03822
10,standard,2,Q2.3,0.02826
10,standard,2,Q3.1,0.09579
10,standard,2,Q3.2,0.07989
10,standard,2,Q3.3,0.03117
10,standard,2,Q3.4,0.02455
10,standard,2,Q4.1,0.05502
10,standard,2,Q4.2,0.05485
10,standard,2,Q4.3,0.04058
10,standard,3,Q1.1,0.02619
10,standard,3,Q1.2,0.02289
10,standard,3,Q1.3,0.02141
10,standard,3,Q2.1,0.07546
10,standard,3,Q2.2,0.03489
10,standard,3,Q2.3,0.02764
10,standard,3,Q3.1,0.09752
10,standard,3,Q3.2,0.08735
10,standard,3,Q3.3,0.03392
10,standard,3,Q3.4,0.02382
10,standard,3,Q4.1,0.05253
10,standard,3,Q4.2,0.05125
10,standard,3,Q4.3,0.04091
10,standard,4,Q1.1,0.02724
10,standard,4,Q1.2,0.02272
10,standard,4,Q1.3,0.02131
10,standard,4,Q2.1,0.07667
10,standard,4,Q2.2,0.03484
10,standard,4,Q2.3,0.0291
10,standard,4,Q3.1,0.10441
10,standard,4,Q3.2,0.08664
10,standard,4,Q3.3,0.03843
10,standard,4,Q3.4,0.02567
10,standard,4,Q4.1,0.05911
10,standard,4,Q4.2,0.05863
10,standard,4,Q4.3,0.04217
10,standard,5,Q1.1,0.02937
10,standard,5,Q1.2,0.02268
10,standard,5,Q1.3,0.02161
10,standard,5,Q2.1,0.08785
10,standard,5,Q2.2,0.03494
10,standard,5,Q2.3,0.02878
10,standard,5,Q3.1,0.09903
10,standard,5,Q3.2,0.09238
10,standard,5,Q3.3,0.03365
10,standard,5,Q3.4,0.02365
10,standard,5,Q4.1,0.05619
10,standard,5,Q4.2,0.05356
10,standard,5,Q4.3,0.03987
10,standard,6,Q1.1,0.02543
10,standard,6,Q1.2,0.02288
10,standard,6,Q1.3,0.02273
10,standard,6,Q2.1,0.08077
10,standard,6,Q2.2,0.03558
10,standard,6,Q2.3,0.02805
10,standard,6,Q3.1,0.09916
10,standard,6,Q3.2,0.09226
10,standard,6,Q3.3,0.03306
10,standard,6,Q3.4,0.02574
10,standard,6,Q4.1,0.05521
10,standard,6,Q4.2,0.05327
10,standard,6,Q4.3,0.04146
10,standard,7,Q1.1,0.02576
10,standard,7,Q1.2,0.02205
10,standard,7,Q1.3,0.02129
10,standard,7,Q2.1,0.08377
10,standard,7,Q2.2,0.03533
10,standard,7,Q2.3,0.03053
10,standard,7,Q3.1,0.10179
10,standard,7,Q3.2,0.0847
10,standard,7,Q3.3,0.03309
10,standard,7,Q3.4,0.02462
10,standard,7,Q4.1,0.05205
10,standard,7,Q4.2,0.0541
10,standard,7,Q4.3,0.04025
10,standard,8,Q1.1,0.0244
10,standard,8,Q1.2,0.02224
10,standard,8,Q1.3,0.02139
10,standard,8,Q2.1,0.07818
10,standard,8,Q2.2,0.03348
10,standard,8,Q2.3,0.03051
10,standard,8,Q3.1,0.09876
10,standard,8,Q3.2,0.08655
10,standard,8,Q3.3,0.03274
10,standard,8,Q3.4,0.02375
10,standard,8,Q4.1,0.05314
10,standard,8,Q4.2,0.05399
10,standard,8,Q4.3,0.03995
10,standard,9,Q1.1,0.02498
10,standard,9,Q1.2,0.02265
10,standard,9,Q1.3,0.02176
10,standard,9,Q2.1,0.07717
10,standard,9,Q2.2,0.03519
10,standard,9,Q2.3,0.02816
10,standard,9,Q3.1,0.0986
10,standard,9,Q3.2,0.09061
10,standard,9,Q3.3,0.0325
10,standard,9,Q3.4,0.02397
10,standard,9,Q4.1,0.05448
10,standard,9,Q4.2,0.05201
10,standard,9,Q4.3,0.04024
10,widetable,0,Q1.1,0.03567
10,widetable,0,Q1.2,0.02196
10,widetable,0,Q1.3,0.01566
10,widetable,0,Q2.1,0.29732
10,widetable,0,Q2.2,0.03793
10,widetable,0,Q2.3,0.02338
10,widetable,0,Q3.1,0.39981
10,widetable,0,Q3.2,0.12189
10,widetable,0,Q3.3,0.02872
10,widetable,0,Q3.4,0.02188
10,widetable,0,Q4.1,0.0356
10,widetable,0,Q4.2,0.03789
10,widetable,0,Q4.3,0.02884
10,widetable,1,Q1.1,0.01495
10,widetable,1,Q1.2,0.0121
10,widetable,1,Q1.3,0.01126
10,widetable,1,Q2.1,0.11382
10,widetable,1,Q2.2,0.03577
10,widetable,1,Q2.3,0.0226
10,widetable,1,Q3.1,0.35566
10,widetable,1,Q3.2,0.10133
10,widetable,1,Q3.3,0.02781
10,widetable,1,Q3.4,0.02183
10,widetable,1,Q4.1,0.03592
10,widetable,1,Q4.2,0.03909
10,widetable,1,Q4.3,0.02839
10,widetable,2,Q1.1,0.01464
10,widetable,2,Q1.2,0.01161
10,widetable,2,Q1.3,0.01027
10,widetable,2,Q2.1,0.11164
10,widetable,2,Q2.2,0.03542
10,widetable,2,Q2.3,0.02224
10,widetable,2,Q3.1,0.36135
10,widetable,2,Q3.2,0.09749
10,widetable,2,Q3.3,0.0276
10,widetable,2,Q3.4,0.02175
10,widetable,2,Q4.1,0.03611
10,widetable,2,Q4.2,0.03847
10,widetable,2,Q4.3,0.02856
10,widetable,3,Q1.1,0.01428
10,widetable,3,Q1.2,0.0114
10,widetable,3,Q1.3,0.01067
10,widetable,3,Q2.1,0.11284
10,widetable,3,Q2.2,0.03517
10,widetable,3,Q2.3,0.02257
10,widetable,3,Q3.1,0.35563
10,widetable,3,Q3.2,0.09726
10,widetable,3,Q3.3,0.02772
10,widetable,3,Q3.4,0.02164
10,widetable,3,Q4.1,0.03655
10,widetable,3,Q4.2,0.03885
10,widetable,3,Q4.3,0.02845
10,widetable,4,Q1.1,0.01473
10,widetable,4,Q1.2,0.01135
10,widetable,4,Q1.3,0.01106
10,widetable,4,Q2.1,0.11329
10,widetable,4,Q2.2,0.03557
10,widetable,4,Q2.3,0.02296
10,widetable,4,Q3.1,0.34828
10,widetable,4,Q3.2,0.10362
10,widetable,4,Q3.3,0.02778
10,widetable,4,Q3.4,0.02181
10,widetable,4,Q4.1,0.03761
10,widetable,4,Q4.2,0.04031
10,widetable,4,Q4.3,0.02851
10,widetable,5,Q1.1,0.01446
10,widetable,5,Q1.2,0.01106
10,widetable,5,Q1.3,0.01036
10,widetable,5,Q2.1,0.11546
10,widetable,5,Q2.2,0.03998
10,widetable,5,Q2.3,0.02218
10,widetable,5,Q3.1,0.36662
10,widetable,5,Q3.2,0.10112
10,widetable,5,Q3.3,0.02808
10,widetable,5,Q3.4,0.02219
10,widetable,5,Q4.1,0.03645
10,widetable,5,Q4.2,0.04007
10,widetable,5,Q4.3,0.02798
10,widetable,6,Q1.1,0.01465
10,widetable,6,Q1.2,0.01161
10,widetable,6,Q1.3,0.01055
10,widetable,6,Q2.1,0.11362
10,widetable,6,Q2.2,0.03601
10,widetable,6,Q2.3,0.02294
10,widetable,6,Q3.1,0.36942
10,widetable,6,Q3.2,0.10402
10,widetable,6,Q3.3,0.02922
10,widetable,6,Q3.4,0.02278
10,widetable,6,Q4.1,0.03657
10,widetable,6,Q4.2,0.03962
10,widetable,6,Q4.3,0.02797
10,widetable,7,Q1.1,0.01518
10,widetable,7,Q1.2,0.01198
10,widetable,7,Q1.3,0.0108
10,widetable,7,Q2.1,0.12258
10,widetable,7,Q2.2,0.03568
10,widetable,7,Q2.3,0.02289
10,widetable,7,Q3.1,0.35918
10,widetable,7,Q3.2,0.10119
10,widetable,7,Q3.3,0.02807
10,widetable,7,Q3.4,0.02206
10,widetable,7,Q4.1,0.03643
10,widetable,7,Q4.2,0.0394
10,widetable,7,Q4.3,0.02871
10,widetable,8,Q1.1,0.01613
