Scale Factor,Variant,Trial,Query,Time
10,widetable,8,Q1.2,0.01174
10,widetable,8,Q1.3,0.01099
10,widetable,8,Q2.1,0.11182
10,widetable,8,Q2.2,0.03588
10,widetable,8,Q2.3,0.02579
10,widetable,8,Q3.1,0.34684
10,widetable,8,Q3.2,0.10057
10,widetable,8,Q3.3,0.02883
10,widetable,8,Q3.4,0.02241
10,widetable,8,Q4.1,0.03715
10,widetable,8,Q4.2,0.04067
10,widetable,8,Q4.3,0.0281
10,widetable,9,Q1.1,0.01699
10,widetable,9,Q1.2,0.01163
10,widetable,9,Q1.3,0.0107
10,widetable,9,Q2.1,0.11583
10,widetable,9,Q2.2,0.03613
10,widetable,9,Q2.3,0.02339
10,widetable,9,Q3.1,0.35352
10,widetable,9,Q3.2,0.10203
10,widetable,9,Q3.3,0.02941
10,widetable,9,Q3.4,0.02152
10,widetable,9,Q4.1,0.03702
10,widetable,9,Q4.2,0.04046
10,widetable,9,Q4.3,0.02803
30,standard,0,Q1.1,0.15107
30,standard,0,Q1.2,0.07698
30,standard,0,Q1.3,0.06966
30,standard,0,Q2.1,0.20595
30,standard,0,Q2.2,0.07571
30,standard,0,Q2.3,0.06688
30,standard,0,Q3.1,0.22609
30,standard,0,Q3.2,0.12126
30,standard,0,Q3.3,0.07268
30,standard,0,Q3.4,0.05899
30,standard,0,Q4.1,0.13767
30,standard,0,Q4.2,0.13729
30,standard,0,Q4.3,0.38243
30,standard,1,Q1.1,0.07109
30,standard,1,Q1.2,0.06793
30,standard,1,Q1.3,0.06579
30,standard,1,Q2.1,0.14383
30,standard,1,Q2.2,0.07258
30,standard,1,Q2.3,0.06781
30,standard,1,Q3.1,0.2103
30,standard,1,Q3.2,0.11313
30,standard,1,Q3.3,0.07666
30,standard,1,Q3.4,0.0634
30,standard,1,Q4.1,0.13661
30,standard,1,Q4.2,0.14181
30,standard,1,Q4.3,0.33898
30,standard,2,Q1.1,0.07089
30,standard,2,Q1.2,0.06861
30,standard,2,Q1.3,0.06773
30,standard,2,Q2.1,0.14084
30,standard,2,Q2.2,0.07265
30,standard,2,Q2.3,0.0694
30,standard,2,Q3.1,0.21408
30,standard,2,Q3.2,0.11394
30,standard,2,Q3.3,0.07509
30,standard,2,Q3.4,0.06151
30,standard,2,Q4.1,0.13944
30,standard,2,Q4.2,0.14174
30,standard,2,Q4.3,0.35281
30,standard,3,Q1.1,0.07377
30,standard,3,Q1.2,0.06784
30,standard,3,Q1.3,0.06688
30,standard,3,Q2.1,0.1463
30,standard,3,Q2.2,0.07991
30,standard,3,Q2.3,0.06876
30,standard,3,Q3.1,0.21415
30,standard,3,Q3.2,0.11761
30,standard,3,Q3.3,0.07239
30,standard,3,Q3.4,0.06201
30,standard,3,Q4.1,0.14071
30,standard,3,Q4.2,0.12792
30,standard,3,Q4.3,0.38632
30,standard,4,Q1.1,0.06849
30,standard,4,Q1.2,0.0676
30,standard,4,Q1.3,0.06727
30,standard,4,Q2.1,0.14828
30,standard,4,Q2.2,0.07313
30,standard,4,Q2.3,0.06781
30,standard,4,Q3.1,0.21406
30,standard,4,Q3.2,0.11537
30,standard,4,Q3.3,0.07319
30,standard,4,Q3.4,0.05921
30,standard,4,Q4.1,0.13539
30,standard,4,Q4.2,0.14191
30,standard,4,Q4.3,0.37751
30,standard,5,Q1.1,0.06829
30,standard,5,Q1.2,0.06755
30,standard,5,Q1.3,0.06718
30,standard,5,Q2.1,0.14747
30,standard,5,Q2.2,0.07503
30,standard,5,Q2.3,0.0663
30,standard,5,Q3.1,0.21087
30,standard,5,Q3.2,0.11458
30,standard,5,Q3.3,0.07098
30,standard,5,Q3.4,0.06204
30,standard,5,Q4.1,0.13744
30,standard,5,Q4.2,0.13966
30,standard,5,Q4.3,0.34043
30,standard,6,Q1.1,0.0702
30,standard,6,Q1.2,0.0679
30,standard,6,Q1.3,0.06644
30,standard,6,Q2.1,0.14636
30,standard,6,Q2.2,0.07504
30,standard,6,Q2.3,0.07134
30,standard,6,Q3.1,0.20963
30,standard,6,Q3.2,0.11554
30,standard,6,Q3.3,0.07595
30,standard,6,Q3.4,0.06273
30,standard,6,Q4.1,0.13718
30,standard,6,Q4.2,0.13777
30,standard,6,Q4.3,0.3453
30,standard,7,Q1.1,0.06934
30,standard,7,Q1.2,0.06812
30,standard,7,Q1.3,0.06599
30,standard,7,Q2.1,0.15083
30,standard,7,Q2.2,0.07561
30,standard,7,Q2.3,0.06784
30,standard,7,Q3.1,0.21335
30,standard,7,Q3.2,0.11634
30,standard,7,Q3.3,0.0729
30,standard,7,Q3.4,0.06444
30,standard,7,Q4.1,0.13954
30,standard,7,Q4.2,0.13821
30,standard,7,Q4.3,0.3329
30,standard,8,Q1.1,0.06835
30,standard,8,Q1.2,0.06772
30,standard,8,Q1.3,0.06751
30,standard,8,Q2.1,0.14215
30,standard,8,Q2.2,0.07571
30,standard,8,Q2.3,0.06802
30,standard,8,Q3.1,0.21614
30,standard,8,Q3.2,0.12062
30,standard,8,Q3.3,0.07354
30,standard,8,Q3.4,0.06079
30,standard,8,Q4.1,0.1377
30,standard,8,Q4.2,0.14061
30,standard,8,Q4.3,0.36899
30,standard,9,Q1.1,0.06977
30,standard,9,Q1.2,0.06912
30,standard,9,Q1.3,0.06774
30,standard,9,Q2.1,0.1501
30,standard,9,Q2.2,0.0733
30,standard,9,Q2.3,0.07062
30,standard,9,Q3.1,0.21323
30,standard,9,Q3.2,0.11716
30,standard,9,Q3.3,0.07362
30,standard,9,Q3.4,0.05974
30,standard,9,Q4.1,0.14456
30,standard,9,Q4.2,0.1424
30,standard,9,Q4.3,0.3533
30,widetable,0,Q1.1,0.38864
30,widetable,0,Q1.2,0.05678
30,widetable,0,Q1.3,0.05107
30,widetable,0,Q2.1,1.19234
30,widetable,0,Q2.2,0.09728
30,widetable,0,Q2.3,0.06485
30,widetable,0,Q3.1,1.04648
30,widetable,0,Q3.2,0.23963
30,widetable,0,Q3.3,0.07199
30,widetable,0,Q3.4,0.06506
30,widetable,0,Q4.1,0.13147
30,widetable,0,Q4.2,0.11549
30,widetable,0,Q4.3,0.38546
30,widetable,1,Q1.1,0.05148
30,widetable,1,Q1.2,0.04327
30,widetable,1,Q1.3,0.04107
30,widetable,1,Q2.1,0.27381
30,widetable,1,Q2.2,0.09014
30,widetable,1,Q2.3,0.06002
30,widetable,1,Q3.1,1.02708
30,widetable,1,Q3.2,0.2222
30,widetable,1,Q3.3,0.07054
30,widetable,1,Q3.4,0.06011
30,widetable,1,Q4.1,0.10985
30,widetable,1,Q4.2,0.11547
30,widetable,1,Q4.3,0.33134
30,widetable,2,Q1.1,0.04944
30,widetable,2,Q1.2,0.04225
30,widetable,2,Q1.3,0.04105
30,widetable,2,Q2.1,0.27332
30,widetable,2,Q2.2,0.09099
30,widetable,2,Q2.3,0.06128
30,widetable,2,Q3.1,1.02648
30,widetable,2,Q3.2,0.2268
30,widetable,2,Q3.3,0.07086
30,widetable,2,Q3.4,0.06044
30,widetable,2,Q4.1,0.10853
30,widetable,2,Q4.2,0.1152
30,widetable,2,Q4.3,0.34236
30,widetable,3,Q1.1,0.04979
30,widetable,3,Q1.2,0.04239
30,widetable,3,Q1.3,0.04186
30,widetable,3,Q2.1,0.27535
30,widetable,3,Q2.2,0.09042
30,widetable,3,Q2.3,0.06103
30,widetable,3,Q3.1,1.03503
30,widetable,3,Q3.2,0.22793
30,widetable,3,Q3.3,0.0716
30,widetable,3,Q3.4,0.06064
30,widetable,3,Q4.1,0.10954
30,widetable,3,Q4.2,0.11581
30,widetable,3,Q4.3,0.38724
30,widetable,4,Q1.1,0.05109
30,widetable,4,Q1.2,0.04283
30,widetable,4,Q1.3,0.04266
30,widetable,4,Q2.1,0.27498
30,widetable,4,Q2.2,0.09059
30,widetable,4,Q2.3,0.06048
30,widetable,4,Q3.1,1.03654
30,widetable,4,Q3.2,0.22579
30,widetable,4,Q3.3,0.07047
30,widetable,4,Q3.4,0.06008
30,widetable,4,Q4.1,0.10821
30,widetable,4,Q4.2,0.11798
30,widetable,4,Q4.3,0.29873
30,widetable,5,Q1.1,0.04928
30,widetable,5,Q1.2,0.04255
30,widetable,5,Q1.3,0.04144
30,widetable,5,Q2.1,0.27496
30,widetable,5,Q2.2,0.08969
30,widetable,5,Q2.3,0.06069
30,widetable,5,Q3.1,1.0262
30,widetable,5,Q3.2,0.21743
30,widetable,5,Q3.3,0.07118
30,widetable,5,Q3.4,0.06031
30,widetable,5,Q4.1,0.10649
30,widetable,5,Q4.2,0.11572
30,widetable,5,Q4.3,0.30318
30,widetable,6,Q1.1,0.04918
30,widetable,6,Q1.2,0.04208
30,widetable,6,Q1.3,0.04209
30,widetable,6,Q2.1,0.27676
30,widetable,6,Q2.2,0.09018
30,widetable,6,Q2.3,0.06051
30,widetable,6,Q3.1,1.0314
30,widetable,6,Q3.2,0.22715
30,widetable,6,Q3.3,0.07154
30,widetable,6,Q3.4,0.06089
30,widetable,6,Q4.1,0.10797
30,widetable,6,Q4.2,0.11701
30,widetable,6,Q4.3,0.3944
30,widetable,7,Q1.1,0.04983
30,widetable,7,Q1.2,0.04268
30,widetable,7,Q1.3,0.04215
30,widetable,7,Q2.1,0.27897
30,widetable,7,Q2.2,0.0897
30,widetable,7,Q2.3,0.06111
30,widetable,7,Q3.1,1.03553
30,widetable,7,Q3.2,0.23371
30,widetable,7,Q3.3,0.07172
30,widetable,7,Q3.4,0.06077
30,widetable,7,Q4.1,0.10888
30,widetable,7,Q4.2,0.11758
30,widetable,7,Q4.3,0.3213
30,widetable,8,Q1.1,0.04966
30,widetable,8,Q1.2,0.04257
30,widetable,8,Q1.3,0.04263
30,widetable,8,Q2.1,0.27847
30,widetable,8,Q2.2,0.09037
30,widetable,8,Q2.3,0.06021
30,widetable,8,Q3.1,1.03042
30,widetable,8,Q3.2,0.22638
30,widetable,8,Q3.3,0.07138
30,widetable,8,Q3.4,0.061
30,widetable,8,Q4.1,0.10798
30,widetable,8,Q4.2,0.11583
30,widetable,8,Q4.3,0.39403
30,widetable,9,Q1.1,0.05082
30,widetable,9,Q1.2,0.04296
30,widetable,9,Q1.3,0.0414
30,widetable,9,Q2.1,0.27815
30,widetable,9,Q2.2,0.09047
30,widetable,9,Q2.3,0.06059
30,widetable,9,Q3.1,1.04284
30,widetable,9,Q3.2,0.2278
30,widetable,9,Q3.3,0.07112
30,widetable,9,Q3.4,0.06111
30,widetable,9,Q4.1,0.11053
30,widetable,9,Q4.2,0.11747
30,widetable,9,Q4.3,0.31079
100,standard,0,Q1.1,0.88019
100,standard,0,Q1.2,0.33094
100,standard,0,Q1.3,0.33411
100,standard,0,Q2.1,0.86491
100,standard,0,Q2.2,0.29326
100,standard,0,Q2.3,0.24272
100,standard,0,Q3.1,0.93513
100,standard,0,Q3.2,0.36064
100,standard,0,Q3.3,0.25337
100,standard,0,Q3.4,0.22422
100,standard,0,Q4.1,0.9237
100,standard,0,Q4.2,0.72384
100,standard,0,Q4.3,0.66685
100,standard,1,Q1.1,0.42899
100,standard,1,Q1.2,0.39387
100,standard,1,Q1.3,0.3682
100,standard,1,Q2.1,0.61111
100,standard,1,Q2.2,0.32238
100,standard,1,Q2.3,0.23746
100,standard,1,Q3.1,0.77916
100,standard,1,Q3.2,0.42467
100,standard,1,Q3.3,0.24551
100,standard,1,Q3.4,0.221
100,standard,1,Q4.1,0.73795
100,standard,1,Q4.2,0.73722
100,standard,1,Q4.3,0.69152
100,standard,2,Q1.1,0.45577
100,standard,2,Q1.2,0.35285
100,standard,2,Q1.3,0.34233
100,standard,2,Q2.1,0.59571
100,standard,2,Q2.2,0.30891
100,standard,2,Q2.3,0.24049
100,standard,2,Q3.1,0.8159
100,standard,2,Q3.2,0.43308
100,standard,2,Q3.3,0.24742
100,standard,2,Q3.4,0.22098
100,standard,2,Q4.1,0.7574
100,standard,2,Q4.2,0.73212
100,standard,2,Q4.3,0.75185
100,standard,3,Q1.1,0.46239
100,standard,3,Q1.2,0.39949
100,standard,3,Q1.3,0.37328
100,standard,3,Q2.1,0.61382
100,standard,3,Q2.2,0.32773
100,standard,3,Q2.3,0.24127
100,standard,3,Q3.1,0.81586
100,standard,3,Q3.2,0.45559
100,standard,3,Q3.3,0.24255
100,standard,3,Q3.4,0.21975
100,standard,3,Q4.1,0.75418
100,standard,3,Q4.2,0.73936
100,standard,3,Q4.3,0.69768
100,standard,4,Q1.1,0.48182
100,standard,4,Q1.2,0.39938
100,standard,4,Q1.3,0.37398
100,standard,4,Q2.1,0.60007
100,standard,4,Q2.2,0.3292
100,standard,4,Q2.3,0.2392
100,standard,4,Q3.1,0.82147
100,standard,4,Q3.2,0.41894
100,standard,4,Q3.3,0.25169
100,standard,4,Q3.4,0.22145
100,standard,4,Q4.1,0.69594
100,standard,4,Q4.2,0.69324
100,standard,4,Q4.3,0.68469
100,standard,5,Q1.1,0.49018
100,standard,5,Q1.2,0.41144
100,standard,5,Q1.3,0.37302
100,standard,5,Q2.1,0.63166
100,standard,5,Q2.2,0.32744
100,standard,5,Q2.3,0.24204
100,standard,5,Q3.1,0.83376
100,standard,5,Q3.2,0.45206
100,standard,5,Q3.3,0.24565
100,standard,5,Q3.4,0.21774
100,standard,5,Q4.1,0.77661
100,standard,5,Q4.2,0.75876
100,standard,5,Q4.3,0.71772
100,standard,6,Q1.1,0.44487
100,standard,6,Q1.2,0.38117
100,standard,6,Q1.3,0.37571
100,standard,6,Q2.1,0.56639
100,standard,6,Q2.2,0.32352
100,standard,6,Q2.3,0.23723
100,standard,6,Q3.1,0.79557
100,standard,6,Q3.2,0.41581
100,standard,6,Q3.3,0.24127
100,standard,6,Q3.4,0.22044
100,standard,6,Q4.1,0.76754
100,standard,6,Q4.2,0.7562
100,standard,6,Q4.3,0.62539
100,standard,7,Q1.1,0.45986
100,standard,7,Q1.2,0.39915
100,standard,7,Q1.3,0.37626
100,standard,7,Q2.1,0.62387
100,standard,7,Q2.2,0.31787
100,standard,7,Q2.3,0.24318
100,standard,7,Q3.1,0.82659
100,standard,7,Q3.2,0.39557
100,standard,7,Q3.3,0.23589
100,standard,7,Q3.4,0.21625
100,standard,7,Q4.1,0.76096
100,standard,7,Q4.2,0.7499
100,standard,7,Q4.3,0.71992
100,standard,8,Q1.1,0.42183
100,standard,8,Q1.2,0.35387
100,standard,8,Q1.3,0.37978
100,standard,8,Q2.1,0.62205
100,standard,8,Q2.2,0.32397
100,standard,8,Q2.3,0.24347
100,standard,8,Q3.1,0.82885
100,standard,8,Q3.2,0.45269
100,standard,8,Q3.3,0.2493
100,standard,8,Q3.4,0.22159
100,standard,8,Q4.1,0.76814
100,standard,8,Q4.2,0.7531
100,standard,8,Q4.3,0.67283
100,standard,9,Q1.1,0.42551
100,standard,9,Q1.2,0.37902
100,standard,9,Q1.3,0.37078
100,standard,9,Q2.1,0.58561
100,standard,9,Q2.2,0.32065
100,standard,9,Q2.3,0.24387
100,standard,9,Q3.1,0.83023
100,standard,9,Q3.2,0.44562
100,standard,9,Q3.3,0.24931
100,standard,9,Q3.4,0.21842
100,standard,9,Q4.1,0.74875
100,standard,9,Q4.2,0.74309
100,standard,9,Q4.3,0.67214
100,widetable,0,Q1.1,5.97171
100,widetable,0,Q1.2,0.28731
100,widetable,0,Q1.3,0.33572
100,widetable,0,Q2.1,1.31686
100,widetable,0,Q2.2,0.34885
100,widetable,0,Q2.3,0.25755
100,widetable,0,Q3.1,3.48022
100,widetable,0,Q3.2,0.87285
100,widetable,0,Q3.3,0.31573
100,widetable,0,Q3.4,0.28435
100,widetable,0,Q4.1,0.60762
100,widetable,0,Q4.2,0.65028
100,widetable,0,Q4.3,0.56323
100,widetable,1,Q1.1,0.30816
100,widetable,1,Q1.2,0.29379
100,widetable,1,Q1.3,0.33622
100,widetable,1,Q2.1,1.01576
100,widetable,1,Q2.2,0.3434
100,widetable,1,Q2.3,0.25522
100,widetable,1,Q3.1,3.48122
100,widetable,1,Q3.2,0.88131
100,widetable,1,Q3.3,0.31774
100,widetable,1,Q3.4,0.27182
100,widetable,1,Q4.1,0.61524
100,widetable,1,Q4.2,0.6686
100,widetable,1,Q4.3,0.64183
100,widetable,2,Q1.1,0.3154
100,widetable,2,Q1.2,0.30053
100,widetable,2,Q1.3,0.33355
100,widetable,2,Q2.1,1.02838
100,widetable,2,Q2.2,0.34002
100,widetable,2,Q2.3,0.25202
100,widetable,2,Q3.1,3.47021
100,widetable,2,Q3.2,0.89784
100,widetable,2,Q3.3,0.32515
100,widetable,2,Q3.4,0.27267
100,widetable,2,Q4.1,0.62811
100,widetable,2,Q4.2,0.68154
100,widetable,2,Q4.3,0.59302
100,widetable,3,Q1.1,0.33662
100,widetable,3,Q1.2,0.28612
100,widetable,3,Q1.3,0.33616
100,widetable,3,Q2.1,1.03107
100,widetable,3,Q2.2,0.34754
100,widetable,3,Q2.3,0.25707
100,widetable,3,Q3.1,3.46573
100,widetable,3,Q3.2,0.88398
100,widetable,3,Q3.3,0.31815
100,widetable,3,Q3.4,0.27597
100,widetable,3,Q4.1,0.64668
100,widetable,3,Q4.2,0.67645
100,widetable,3,Q4.3,0.62424
100,widetable,4,Q1.1,0.34305
100,widetable,4,Q1.2,0.3009
100,widetable,4,Q1.3,0.33454
100,widetable,4,Q2.1,1.00344
100,widetable,4,Q2.2,0.34722
100,widetable,4,Q2.3,0.25747
100,widetable,4,Q3.1,3.45338
100,widetable,4,Q3.2,0.89863
100,widetable,4,Q3.3,0.32214
100,widetable,4,Q3.4,0.27784
100,widetable,4,Q4.1,0.59465
100,widetable,4,Q4.2,0.67808
100,widetable,4,Q4.3,0.6375
100,widetable,5,Q1.1,0.35298
100,widetable,5,Q1.2,0.31565
100,widetable,5,Q1.3,0.33721
100,widetable,5,Q2.1,1.0521
100,widetable,5,Q2.2,0.3477
100,widetable,5,Q2.3,0.26068
100,widetable,5,Q3.1,3.45811
100,widetable,5,Q3.2,0.89597
100,widetable,5,Q3.3,0.3227
100,widetable,5,Q3.4,0.27685
100,widetable,5,Q4.1,0.64768
100,widetable,5,Q4.2,0.68765
100,widetable,5,Q4.3,0.65015
100,widetable,6,Q1.1,0.32812
100,widetable,6,Q1.2,0.3092
100,widetable,6,Q1.3,0.33716
100,widetable,6,Q2.1,1.02056
100,widetable,6,Q2.2,0.34733
100,widetable,6,Q2.3,0.25477
100,widetable,6,Q3.1,3.43045
100,widetable,6,Q3.2,0.88882
100,widetable,6,Q3.3,0.31616
100,widetable,6,Q3.4,0.27423
100,widetable,6,Q4.1,0.64086
100,widetable,6,Q4.2,0.67967
100,widetable,6,Q4.3,0.63147
100,widetable,7,Q1.1,0.34033
100,widetable,7,Q1.2,0.31102
100,widetable,7,Q1.3,0.34317
100,widetable,7,Q2.1,0.9955
100,widetable,7,Q2.2,0.35086
100,widetable,7,Q2.3,0.25931
100,widetable,7,Q3.1,3.478
100,widetable,7,Q3.2,0.838
100,widetable,7,Q3.3,0.32054
100,widetable,7,Q3.4,0.27635
100,widetable,7,Q4.1,0.647
100,widetable,7,Q4.2,0.68369
100,widetable,7,Q4.3,0.63556
100,widetable,8,Q1.1,0.35123
100,widetable,8,Q1.2,0.31592
100,widetable,8,Q1.3,0.34151
100,widetable,8,Q2.1,1.06556
100,widetable,8,Q2.2,0.35147
100,widetable,8,Q2.3,0.25974
100,widetable,8,Q3.1,3.42703
100,widetable,8,Q3.2,0.9048
100,widetable,8,Q3.3,0.32717
100,widetable,8,Q3.4,0.28473
100,widetable,8,Q4.1,0.59537
100,widetable,8,Q4.2,0.68312
100,widetable,8,Q4.3,0.70227
100,widetable,9,Q1.1,0.35548
100,widetable,9,Q1.2,0.31492
100,widetable,9,Q1.3,0.34339
100,widetable,9,Q2.1,1.0111
100,widetable,9,Q2.2,0.34457
100,widetable,9,Q2.3,0.25473
100,widetable,9,Q3.1,3.46096
100,widetable,9,Q3.2,0.88779
100,widetable,9,Q3.3,0.31373
100,widetable,9,Q3.4,0.2742
100,widetable,9,Q4.1,0.64895
100,widetable,9,Q4.2,0.61067
100,widetable,9,Q4.3,0.63843
