scale_factor,variant,trial,query,timeQ1.1,Q1.2,Q1.3,Q2.1,Q2.2,Q2.3,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3
1,standard,4,Q4.1,0.02287578582763672
1,standard,4,Q4.2,0.02290487289428711
1,standard,4,Q4.3,0.011324167251586914
1,widetable,0,Q1.1,0.007428884506225586
1,widetable,0,Q1.2,0.0060422420501708984
1,widetable,0,Q1.3,0.006343841552734375
1,widetable,0,Q2.1,0.014214038848876953
1,widetable,0,Q2.2,0.016841888427734375
1,widetable,0,Q2.3,0.00450587272644043
1,widetable,0,Q3.1,0.016327857971191406
1,widetable,0,Q3.2,0.016576051712036133
1,widetable,0,Q3.3,0.018948078155517578
1,widetable,0,Q3.4,0.006865978240966797
1,widetable,0,Q4.1,0.014708995819091797
1,widetable,0,Q4.2,0.02197885513305664
1,widetable,0,Q4.3,0.010577917098999023
1,widetable,1,Q1.1,0.008754968643188477
1,widetable,1,Q1.2,0.0070400238037109375
1,widetable,1,Q1.3,0.006724119186401367
1,widetable,1,Q2.1,0.010811090469360352
1,widetable,1,Q2.2,0.008268117904663086
1,widetable,1,Q2.3,0.010455131530761719
1,widetable,1,Q3.1,0.016817092895507812
1,widetable,1,Q3.2,0.01697516441345215
1,widetable,1,Q3.3,0.01642918586730957
1,widetable,1,Q3.4,0.006741762161254883
1,widetable,1,Q4.1,0.011813879013061523
1,widetable,1,Q4.2,0.024539947509765625
1,widetable,1,Q4.3,0.01048421859741211
1,widetable,2,Q1.1,0.008586883544921875
1,widetable,2,Q1.2,0.006765127182006836
1,widetable,2,Q1.3,0.0061571598052978516
1,widetable,2,Q2.1,0.00741124153137207
1,widetable,2,Q2.2,0.011550188064575195
1,widetable,2,Q2.3,0.011016368865966797
1,widetable,2,Q3.1,0.012449026107788086
1,widetable,2,Q3.2,0.013356208801269531
1,widetable,2,Q3.3,0.021697044372558594
1,widetable,2,Q3.4,0.011341094970703125
1,widetable,2,Q4.1,0.018996000289916992
1,widetable,2,Q4.2,0.01783585548400879
1,widetable,2,Q4.3,0.015032768249511719
1,widetable,3,Q1.1,0.007898807525634766
1,widetable,3,Q1.2,0.006340742111206055
1,widetable,3,Q1.3,0.00683283805847168
1,widetable,3,Q2.1,0.013136863708496094
1,widetable,3,Q2.2,0.01318216323852539
1,widetable,3,Q2.3,0.00810694694519043
1,widetable,3,Q3.1,0.020122051239013672
1,widetable,3,Q3.2,0.012911796569824219
1,widetable,3,Q3.3,0.018192768096923828
1,widetable,3,Q3.4,0.0077266693115234375
1,widetable,3,Q4.1,0.017243146896362305
1,widetable,3,Q4.2,0.023949861526489258
1,widetable,3,Q4.3,0.010971784591674805
1,widetable,4,Q1.1,0.008107662200927734
1,widetable,4,Q1.2,0.0059931278228759766
1,widetable,4,Q1.3,0.006134033203125
1,widetable,4,Q2.1,0.010128974914550781
1,widetable,4,Q2.2,0.0103759765625
1,widetable,4,Q2.3,0.007777690887451172
1,widetable,4,Q3.1,0.01576685905456543
1,widetable,4,Q3.2,0.009400129318237305
1,widetable,4,Q3.3,0.02226400375366211
1,widetable,4,Q3.4,0.010307073593139648
1,widetable,4,Q4.1,0.018114089965820312
1,widetable,4,Q4.2,0.017481088638305664
1,widetable,4,Q4.3,0.009489774703979492
