scale_factor,variant,trial,query,timeQ1.1,Q1.2,Q1.3,Q2.1,Q2.2,Q2.3,Q3.1,Q3.2,Q3.3,Q3.4,Q4.1,Q4.2,Q4.3
1,standard,0,Q1.1,0.012386083602905273
1,standard,0,Q1.2,0.012311935424804688
1,standard,0,Q1.3,0.010977029800415039
1,standard,0,Q2.1,0.009168148040771484
1,standard,0,Q2.2,0.007142782211303711
1,standard,0,Q2.3,0.006027936935424805
1,standard,0,Q3.1,0.01209115982055664
1,standard,0,Q3.2,0.007954835891723633
1,standard,0,Q3.3,0.005857944488525391
1,standard,0,Q3.4,0.005928993225097656
1,standard,0,Q4.1,0.02277398109436035
1,standard,0,Q4.2,0.022944927215576172
1,standard,0,Q4.3,0.011301279067993164
1,standard,1,Q1.1,0.012871980667114258
1,standard,1,Q1.2,0.01373291015625
1,standard,1,Q1.3,0.012361764907836914
1,standard,1,Q2.1,0.008978843688964844
1,standard,1,Q2.2,0.007956981658935547
1,standard,1,Q2.3,0.0062258243560791016
1,standard,1,Q3.1,0.013036727905273438
1,standard,1,Q3.2,0.008186101913452148
1,standard,1,Q3.3,0.0067899227142333984
1,standard,1,Q3.4,0.005793094635009766
1,standard,1,Q4.1,0.022553205490112305
1,standard,1,Q4.2,0.023483753204345703
1,standard,1,Q4.3,0.011712074279785156
1,standard,2,Q1.1,0.013601064682006836
1,standard,2,Q1.2,0.014137983322143555
1,standard,2,Q1.3,0.01213693618774414
1,standard,2,Q2.1,0.008099079132080078
1,standard,2,Q2.2,0.0068950653076171875
1,standard,2,Q2.3,0.005584239959716797
1,standard,2,Q3.1,0.011257648468017578
1,standard,2,Q3.2,0.007104158401489258
1,standard,2,Q3.3,0.005514860153198242
1,standard,2,Q3.4,0.00516510009765625
1,standard,2,Q4.1,0.020393848419189453
1,standard,2,Q4.2,0.020169973373413086
1,standard,2,Q4.3,0.01099395751953125
1,standard,3,Q1.1,0.01328587532043457
1,standard,3,Q1.2,0.013560056686401367
1,standard,3,Q1.3,0.011488914489746094
1,standard,3,Q2.1,0.00922703742980957
1,standard,3,Q2.2,0.0072460174560546875
1,standard,3,Q2.3,0.006232023239135742
1,standard,3,Q3.1,0.012501955032348633
1,standard,3,Q3.2,0.007668256759643555
1,standard,3,Q3.3,0.006287097930908203
1,standard,3,Q3.4,0.005819797515869141
1,standard,3,Q4.1,0.0227968692779541
1,standard,3,Q4.2,0.02248692512512207
1,standard,3,Q4.3,0.011062145233154297
1,standard,4,Q1.1,0.013931035995483398
1,standard,4,Q1.2,0.014031171798706055
1,standard,4,Q1.3,0.015883922576904297
1,standard,4,Q2.1,0.009729146957397461
1,standard,4,Q2.2,0.008000850677490234
1,standard,4,Q2.3,0.005636930465698242
1,standard,4,Q3.1,0.011677026748657227
1,standard,4,Q3.2,0.008485078811645508
1,standard,4,Q3.3,0.00670313835144043
1,standard,4,Q3.4,0.006343841552734375
